ticker,total_years,avg_net_income,profit_consistency_ratio,net_income_volatility,income_growth,quality_score,stability_score,growth_score,allocation_score,portfolio_decision
LCTX,5,-24829216.68,0,11888565.49,-10248641.6,5,1,4,3.6,Moderate Allocation
RGLS,5,-23747996.6,0,5943069.51,-10378511.8,5,1,4,3.6,Moderate Allocation
ATOS,5,-22533920.74,0,5060766.458,-10681415,5,1,4,3.6,Moderate Allocation
BEEM,5,-10302502.42,0,7088772.664,-11594098.8,5,1,4,3.6,Moderate Allocation
GRMM,5,-9747458.02,0,4625667.432,-7959032,5,1,4,3.6,Moderate Allocation
DRRX,5,-24959283.88,0,15275483.68,-8067412.5,5,1,4,3.6,Moderate Allocation
MRIN,5,-15549530.76,0,3705214.691,-8129700.6,5,1,4,3.6,Moderate Allocation
LTRX,5,-5935633.58,0,4178657.481,-8245876.7,5,1,4,3.6,Moderate Allocation
KNWN,5,-16341819.42,0,6337090.598,-8282362.4,5,1,4,3.6,Moderate Allocation
MEG,5,-33783071.12,0,12696627.86,-8298373.3,5,1,4,3.6,Moderate Allocation
MIST,5,-52582748.34,0,8402120.414,-8418195.8,5,1,4,3.6,Moderate Allocation
DMAC,5,-13732147.54,0,3110202.393,-8456710.2,5,1,4,3.6,Moderate Allocation
RWLK,5,-16647889.98,0,4278621.386,-7887530.9,5,1,4,3.6,Moderate Allocation
GRTX,5,-65167738.12,0,11600059.57,-7706347.5,5,1,4,3.6,Moderate Allocation
ATOM,5,-16334445.22,0,2816622.601,-7268277.2,5,1,4,3.6,Moderate Allocation
KULR,5,-11661224.18,0,9440244.921,-21379441.7,5,1,4,3.6,Moderate Allocation
MASS,5,-23200964.66,0,10514133.92,-21436041,5,1,4,3.6,Moderate Allocation
PI,5,-39333515.18,0,14930939.9,-22565723.9,5,1,4,3.6,Moderate Allocation
INMB,5,-21587253.7,0,11102486.63,-22565732,5,1,4,3.6,Moderate Allocation
OPGN,5,-28406283,0,9786458.973,-18728600.6,5,1,4,3.6,Moderate Allocation
KRBP,5,-20345330.18,0,11089054.2,-16664732.1,5,1,4,3.6,Moderate Allocation
AVMR,5,-6682727.02,0,8618429.609,-18320039.9,5,1,4,3.6,Moderate Allocation
FULC,5,-87937560.58,0,15124406.55,-18358755.7,5,1,4,3.6,Moderate Allocation
LGVN,5,-12979664.18,0,9162839.829,-19861038.8,5,1,4,3.6,Moderate Allocation
BDSX,5,-45082986.84,0,14575516.13,-23488354.2,5,1,4,3.6,Moderate Allocation
SCPH,5,-37522196.62,0,10353587.62,-23054535.5,5,1,4,3.6,Moderate Allocation
APTO,5,-48072377.72,0,14017976.12,-23636764.6,5,1,4,3.6,Moderate Allocation
ATNM,5,-29848877.32,0,10193163.06,-24134776.2,5,1,4,3.6,Moderate Allocation
CLRB,5,-24099247.94,0,10318239.36,-24314129.7,5,1,4,3.6,Moderate Allocation
CRDF,5,-29093914.46,0,11176590.86,-25430495.6,5,1,4,3.6,Moderate Allocation
LUMO,5,-22700116.84,0,13905346.32,-25727541,5,1,4,3.6,Moderate Allocation
GALT,5,-31823269.36,0,10442019.42,-25774281.2,5,1,4,3.6,Moderate Allocation
LIFE,5,-34092440.46,0,14151679.31,-24767836.8,5,1,4,3.6,Moderate Allocation
LPTV,5,-8428986,0,12299660.47,-29274678.7,5,1,4,3.6,Moderate Allocation
CRMD,5,-28523082.94,0,10829986.44,-28680503.2,5,1,4,3.6,Moderate Allocation
CVM,5,-28233714.9,0,13095041.47,-27983434.9,5,1,4,3.6,Moderate Allocation
SBTX,5,-34085114.78,0,13408756.23,-30243965.1,5,1,4,3.6,Moderate Allocation
BOXL,5,-16888253.74,0,14277235.4,-31934143.9,5,1,4,3.6,Moderate Allocation
SRPT,5,-586805248.6,0,122138167.7,130152312.7,4,4,2,3.6,Moderate Allocation
SMLP,5,-33573169.68,0.2,146367688.8,146299165.6,4,4,2,3.6,Moderate Allocation
DVAX,5,28439935.72,0.4,171294384.7,146255547.3,4,4,2,3.6,Moderate Allocation
TEAM,5,-513196639.2,0,112576736.5,149972833.9,4,4,2,3.6,Moderate Allocation
KNSA,5,-56501432.78,0.4,154348989.5,173614931,4,4,2,3.6,Moderate Allocation
LIVN,5,-141833643.7,0.2,136746136,172225253.6,4,4,2,3.6,Moderate Allocation
PEGA,5,-98858123.08,0.2,150359926.9,155452350.1,4,4,2,3.6,Moderate Allocation
NINE,5,-137077269.9,0.2,162222664.7,187948386.3,4,4,2,3.6,Moderate Allocation
FGP,5,12836449.88,0.4,114303693.5,195801983.7,4,4,2,3.6,Moderate Allocation
TGTX,5,-205855456,0.2,140118824.6,186385034.5,4,4,2,3.6,Moderate Allocation
FOLD,5,-257247986.1,0,74653690.81,209845314.7,5,3,1,3.6,Moderate Allocation
ATGE,5,-103656750.7,0.6,350796814.4,25791735.7,3,5,3,3.6,Moderate Allocation
CHGG,5,50818270.24,0.4,113778080.7,27595016.1,4,4,2,3.6,Moderate Allocation
CMRX,5,-48471147.68,0.2,132432308.8,32015191.4,4,4,2,3.6,Moderate Allocation
FTAI,5,9532834.38,0.4,198966355.3,35583148.3,4,4,2,3.6,Moderate Allocation
HAIN,5,-42861444.14,0.4,116169187.6,68082599.5,4,4,2,3.6,Moderate Allocation
SHC,5,-21725551.66,0.4,127885478.6,71276705.7,4,4,2,3.6,Moderate Allocation
SENS,5,-99595839.42,0.2,160168289.5,60025597.6,4,4,2,3.6,Moderate Allocation
PLYA,5,-50810162,0.4,134523385,56573719.1,4,4,2,3.6,Moderate Allocation
DNLI,5,-170123129.2,0.2,150885938.3,55148469.7,4,4,2,3.6,Moderate Allocation
GNK,5,6793214.08,0.4,168793604.1,43273007.3,4,4,2,3.6,Moderate Allocation
XPRO,5,-111907102.4,0,124737609.5,41234733,4,4,2,3.6,Moderate Allocation
EEX,5,-124095923.8,0.2,285945591.7,39759359.5,4,4,2,3.6,Moderate Allocation
WOLF,5,-326684936.7,0,135379234.8,38746572.8,4,4,2,3.6,Moderate Allocation
HOUS,5,-112860012.6,0.2,279594152.9,89680513.2,4,4,2,3.6,Moderate Allocation
RLGY,5,-116687796,0.2,271544223,85854505.3,4,4,2,3.6,Moderate Allocation
BKD,5,-136638607.6,0.2,137900579.3,77992996.6,4,4,2,3.6,Moderate Allocation
OPK,5,-162900376.8,0.2,160128024.3,127086750.7,4,4,2,3.6,Moderate Allocation
CYCN,5,-60717385.38,0,43120320.24,115771634.4,5,2,2,3.5,Moderate Allocation
ASXC,5,-85789667.5,0,39532438.38,80615462.1,5,2,2,3.5,Moderate Allocation
AXNX,5,-57252592.14,0,31028173.41,75948404,5,2,2,3.5,Moderate Allocation
OPTN,5,-82420614.68,0,30094620.07,77787975.6,5,2,2,3.5,Moderate Allocation
ACRS,5,-98261091.9,0,41654242.92,74594025.3,5,2,2,3.5,Moderate Allocation
GTHX,5,-114476376.3,0,42410029.39,72997904.2,5,2,2,3.5,Moderate Allocation
ABUS,5,-86396962.66,0,37602957.13,82564887.2,5,2,2,3.5,Moderate Allocation
ELOX,5,-29359394.62,0,21422031.33,41034107.9,5,2,2,3.5,Moderate Allocation
RIGL,5,-39157840.86,0,21306204.21,42265569.5,5,2,2,3.5,Moderate Allocation
ASMB,5,-89247691.54,0,29217462.25,41810442.5,5,2,2,3.5,Moderate Allocation
DOMO,5,-100219055.8,0,17265580.52,43923910.6,5,2,2,3.5,Moderate Allocation
HIMS,5,-56205203.68,0,36106627.93,46047882,5,2,2,3.5,Moderate Allocation
KPTI,5,-166994425.7,0,35769678.7,55412996.2,5,2,2,3.5,Moderate Allocation
KALA,5,-86401005.92,0,44323401.89,52761185.9,5,2,2,3.5,Moderate Allocation
RAIL,5,-53057934.84,0,26905728.01,52756242,5,2,2,3.5,Moderate Allocation
AQST,5,-50686975.8,0,24513956.98,57087843.5,5,2,2,3.5,Moderate Allocation
GPRE,5,-113114346.2,0,38129909.18,71555901.5,5,2,2,3.5,Moderate Allocation
ARLO,5,-65204515.04,0,30465404.02,65491113.3,5,2,2,3.5,Moderate Allocation
MNKD,5,-57506838.8,0,29408388.88,37493121,5,2,2,3.5,Moderate Allocation
NLTX,5,-49625390.74,0,15688899.34,32794106.4,5,2,2,3.5,Moderate Allocation
DTIL,5,-81139458.86,0,33536624.44,31776119.7,5,2,2,3.5,Moderate Allocation
NCSM,5,-20609094.54,0,25938091.52,30485821,5,2,2,3.5,Moderate Allocation
BATL,5,-51626848.64,0.2,103523640.8,7885919.6,4,3,3,3.5,Moderate Allocation
NVRO,5,-83862450.82,0.2,52234672.09,10957978.4,4,3,3,3.5,Moderate Allocation
HL,5,-38598946.02,0.2,55213058.14,14550523.2,4,3,3,3.5,Moderate Allocation
CWK,5,36196870.84,0.6,181545081.5,-36877094.2,3,4,4,3.5,Moderate Allocation
AAN,5,-27139657.36,0.6,142758846.3,-26079001.7,3,4,4,3.5,Moderate Allocation
CAKE,5,17803932.38,0.8,155352080.8,-23513329.1,3,4,4,3.5,Moderate Allocation
HFFG,5,-61508288,0.6,152322249.4,-7163145.5,3,4,4,3.5,Moderate Allocation
SONO,5,37411560.78,0.4,74324861.7,-5112128.1,4,3,3,3.5,Moderate Allocation
VVI,5,-77965423.14,0.6,166666007.5,-5991653.7,3,4,4,3.5,Moderate Allocation
ARCT,5,-63561414.44,0.2,80709748.82,-3585378.6,4,3,3,3.5,Moderate Allocation
VATE,5,-83106534.98,0,82439401.66,-3866595.5,4,3,3,3.5,Moderate Allocation
TRUE,5,-37249208.08,0.2,68229458.12,5040706.3,4,3,3,3.5,Moderate Allocation
OVID,5,-26528114.08,0.2,82524601.37,4507761.9,4,3,3,3.5,Moderate Allocation
CRSR,5,27270788,0.4,70335217.75,6078459.5,4,3,3,3.5,Moderate Allocation
IPI,5,53153834.74,0.6,113061915.1,-50379061.2,3,4,4,3.5,Moderate Allocation
RLJ,5,-90088484.52,0.6,236060425.8,-51728902.1,3,4,4,3.5,Moderate Allocation
DBI,5,-12990257.12,0.8,283176859.3,-63847095.3,3,4,4,3.5,Moderate Allocation
SIRI,5,813486189.3,1,430021359.7,-95435789.5,2,5,5,3.5,Moderate Allocation
TEL,5,1637209723,0.8,1080059758,-84135171,2,5,5,3.5,Moderate Allocation
ZBH,5,542538153.5,0.8,553959293.9,-117445575,2,5,5,3.5,Moderate Allocation
TROW,5,2163807201,1,645644128.1,-245421314,2,5,5,3.5,Moderate Allocation
PAGP,5,40276500.16,0.8,354977038.8,-143263661.2,2,5,5,3.5,Moderate Allocation
QVC,5,150409012.7,0.8,1149854673,-610388588.7,2,5,5,3.5,Moderate Allocation
TRU,5,434859752.1,0.8,603836658.4,-562700895.4,2,5,5,3.5,Moderate Allocation
PPL,5,659118135.8,0.8,1280471024,-1042062566,2,5,5,3.5,Moderate Allocation
PAA,5,533935466.3,0.8,1798813325,-941135448,2,5,5,3.5,Moderate Allocation
WELL,5,604347073.5,1,461834427.8,-832781874.9,2,5,5,3.5,Moderate Allocation
NSC,5,2531967644,1,616367159.1,-836253305,2,5,5,3.5,Moderate Allocation
SJM,5,592096709.3,0.8,392010660.4,-876907517.4,2,5,5,3.5,Moderate Allocation
WHR,5,598543424.3,0.8,1262857311,-759749732.3,2,5,5,3.5,Moderate Allocation
ROP,5,2018641582,1,1537298777,-355012030,2,5,5,3.5,Moderate Allocation
SQ,5,43578210.28,0.8,354356397,-367442839.3,2,5,5,3.5,Moderate Allocation
NOC,5,3838228618,1,2031639365,-280508978,2,5,5,3.5,Moderate Allocation
UGI,5,357836960.5,0.8,1146309127,-1771133204,2,5,5,3.5,Moderate Allocation
ORCL,5,10187872868,1,2828486203,-2664236958,2,5,5,3.5,Moderate Allocation
TSN,5,1957077727,0.8,1537247066,-2701931714,2,5,5,3.5,Moderate Allocation
RTX,5,2829250940,0.8,3757845083,-2387933606,2,5,5,3.5,Moderate Allocation
STX,5,1090754806,0.8,992036680.4,-2520045299,2,5,5,3.5,Moderate Allocation
MDT,5,4330280142,1,668692053.4,-1180246459,2,5,5,3.5,Moderate Allocation
SMTC,5,-162622152.9,0.8,523617436.5,-1129014037,2,5,5,3.5,Moderate Allocation
RPRX,5,1011645959,1,870904175,-1308829027,2,5,5,3.5,Moderate Allocation
SWK,5,910776309.8,0.8,739282437.2,-1297963854,2,5,5,3.5,Moderate Allocation
NRG,5,1630269287,0.8,1840347009,-4739898925,2,5,5,3.5,Moderate Allocation
WBA,5,1651078339,0.8,3034781540,-6834675534,2,5,5,3.5,Moderate Allocation
VZ,5,18758755264,1,4287209601,-7831883588,2,5,5,3.5,Moderate Allocation
PFE,5,16455904597,1,11615854315,-13388295559,2,5,5,3.5,Moderate Allocation
MRK,5,8954158948,1,5670552490,-9712917231,2,5,5,3.5,Moderate Allocation
BGS,5,38498702.32,0.6,77474487.81,-147637514.8,3,3,5,3.4,Moderate Allocation
LE,5,-14262742.36,0.6,63911088.27,-143962952.3,3,3,5,3.4,Moderate Allocation
JW-A,5,78724182.52,0.8,102606654.6,-145800110.3,3,3,5,3.4,Moderate Allocation
TG,5,-10020606.84,0.6,75612054.29,-153135487.9,3,3,5,3.4,Moderate Allocation
XNCR,5,-28599071.44,0.4,81953498.18,-157102269.1,3,3,5,3.4,Moderate Allocation
TREE,5,-51297293.92,0.4,101573033.2,-136837011.6,3,3,5,3.4,Moderate Allocation
QNST,5,5873279.78,0.6,49079087.35,-133071912.8,3,3,5,3.4,Moderate Allocation
AMED,5,124816953.7,0.8,83412114.71,-133092925.4,3,3,5,3.4,Moderate Allocation
ACCO,5,46920482.66,0.6,61793704.6,-133676779.3,3,3,5,3.4,Moderate Allocation
KRO,5,62340481.14,0.8,63571796.31,-130305906,3,3,5,3.4,Moderate Allocation
ICUI,5,36623151.02,0.6,82318954.96,-128361941.2,3,3,5,3.4,Moderate Allocation
NTGR,5,-7076080.22,0.6,72968122.83,-126661999.9,3,3,5,3.4,Moderate Allocation
SGH,5,-8317559.68,0.6,100768586.8,-234064460.7,3,3,5,3.4,Moderate Allocation
AVAV,5,-13013942.68,0.6,91033125.87,-219832778.9,3,3,5,3.4,Moderate Allocation
PQG,5,32248208.16,0.6,98899795.36,-180540084.2,3,3,5,3.4,Moderate Allocation
CMLS,5,-18524364.04,0.6,72796489.88,-181331823.6,3,3,5,3.4,Moderate Allocation
MESA,5,-44643527.24,0.6,104951664.2,-166779887.3,3,3,5,3.4,Moderate Allocation
MLKN,5,66284644.12,0.6,92594756.28,-114937293.9,3,3,5,3.4,Moderate Allocation
CXW,5,76671014.42,0.8,88493126.74,-122043721.6,3,3,5,3.4,Moderate Allocation
KMT,5,108909325.2,0.8,89732639.85,-115993744.9,3,3,5,3.4,Moderate Allocation
MMI,5,65955684.6,0.8,66113727.43,-112111592.5,3,3,5,3.4,Moderate Allocation
LL,5,759322.7,0.6,62494921.32,-108078775,3,3,5,3.4,Moderate Allocation
DENN,5,57345919.2,0.8,49996948.3,-101073202.2,3,3,5,3.4,Moderate Allocation
HUYA,5,33471408.68,0.6,86912562.86,-97258910.2,3,3,5,3.4,Moderate Allocation
EYE,5,34740704.36,0.8,67244806.27,-94399519.5,3,3,5,3.4,Moderate Allocation
SCHN,5,71582931.94,0.6,90217439.5,-82665175.3,3,3,5,3.4,Moderate Allocation
FLWS,5,38598691.06,0.8,57974221.3,-78710746.6,3,3,5,3.4,Moderate Allocation
GCO,5,33993824.56,0.6,68384304.38,-78885335.5,3,3,5,3.4,Moderate Allocation
TBI,5,6089048.66,0.6,91727368.52,-80098583.4,3,3,5,3.4,Moderate Allocation
STOK,5,-74996363.6,0,31511543.01,-74628137.3,4,2,4,3.4,Moderate Allocation
SITM,5,-8061479.88,0.4,44220864,-73541605.4,4,2,4,3.4,Moderate Allocation
SFE,5,4216562.56,0.4,36540770.23,-65676996,4,2,4,3.4,Moderate Allocation
SRI,5,7314972.76,0.4,30687691.65,-66449532.1,4,2,4,3.4,Moderate Allocation
VXRT,5,-63049881.32,0,37404939.71,-61946543.4,4,2,4,3.4,Moderate Allocation
CSTL,5,-32267914.22,0.2,30960192.3,-62576071.9,4,2,4,3.4,Moderate Allocation
PTN,5,-17283231.14,0.2,29919621.31,-63234598.3,4,2,4,3.4,Moderate Allocation
XFOR,5,-79701715.8,0,22564954.24,-52471775.9,4,2,4,3.4,Moderate Allocation
VKTX,5,-55431088.4,0,23792423.57,-58947181.8,4,2,4,3.4,Moderate Allocation
VCYT,5,-46377553.58,0,26321505.7,-60257547.5,4,2,4,3.4,Moderate Allocation
CMTL,5,-20714300.02,0.4,38895309.77,-50398363.4,4,2,4,3.4,Moderate Allocation
KVHI,5,2086146.7,0.4,25073796.93,-49343810.7,4,2,4,3.4,Moderate Allocation
STRO,5,-81862267.28,0,36715411.03,-49264408.2,4,2,4,3.4,Moderate Allocation
NLST,5,-21113876.42,0.2,24373161.04,-44566377.1,4,2,4,3.4,Moderate Allocation
ADES,5,10928912.04,0.4,34567062.6,-48411575.6,4,2,4,3.4,Moderate Allocation
MTBC,5,-9798799.6,0.4,21914130.26,-46904297.3,4,2,4,3.4,Moderate Allocation
TRUP,5,-26276272.74,0,20727400.18,-41033131.2,4,2,4,3.4,Moderate Allocation
VRCA,5,-39951081.24,0,17337753.28,-40883685,4,2,4,3.4,Moderate Allocation
ASUR,5,-1290462.52,0.4,18925354.37,-38951327.1,4,2,4,3.4,Moderate Allocation
CBIO,5,-58456385.56,0.2,38279499.6,-38194830.8,4,2,4,3.4,Moderate Allocation
CERT,5,-22138844.6,0.2,28967603.02,-44179032.2,4,2,4,3.4,Moderate Allocation
VERX,5,-15185731.88,0.2,39349734.35,-43613335.7,4,2,4,3.4,Moderate Allocation
POAI,5,-20851726.38,0,5260358.932,6174151.7,5,1,3,3.4,Moderate Allocation
PULM,5,-18575996.4,0,2528107.879,5798349.9,5,1,3,3.4,Moderate Allocation
LQMT,5,-3516012.38,0,2234569.701,5436094.1,5,1,3,3.4,Moderate Allocation
REPH,5,-18178223.8,0,6762664.033,6823492,5,1,3,3.4,Moderate Allocation
AKTX,5,-15801294.44,0,3196236.192,6774423.3,5,1,3,3.4,Moderate Allocation
PRPO,5,-10246909.12,0,3065099.799,7307099.2,5,1,3,3.4,Moderate Allocation
AMPE,5,-14229505.54,0,3510544.848,4519822.9,5,1,3,3.4,Moderate Allocation
MNOV,5,-11885769.98,0,2242105.789,4223953.4,5,1,3,3.4,Moderate Allocation
ONTX,5,-20609546.74,0,3811966.56,3714460.5,5,1,3,3.4,Moderate Allocation
ACAN,5,-1387924.96,0,2092354.348,4986380.4,5,1,3,3.4,Moderate Allocation
BCLI,5,-23931471.06,0,5421658.96,4700332.1,5,1,3,3.4,Moderate Allocation
PLSE,5,-51832891.54,0,7478578.934,2640154.5,5,1,3,3.4,Moderate Allocation
AVGR,5,-18296502.72,0,1279447.965,2355597.2,5,1,3,3.4,Moderate Allocation
ANIX,5,-11575937.46,0,1778718.876,2262099.8,5,1,3,3.4,Moderate Allocation
APYX,5,-17516884.68,0,4637872.692,2260842.2,5,1,3,3.4,Moderate Allocation
ADIL,5,-11137598.84,0,5097153.745,3500767.2,5,1,3,3.4,Moderate Allocation
GRAY,5,-28926924.72,0,11510229.57,3469589.7,5,1,3,3.4,Moderate Allocation
LTBR,5,-9657630.04,0,2665782.609,3408953.2,5,1,3,3.4,Moderate Allocation
MYO,5,-10282483.9,0,1393272.647,3082683.7,5,1,3,3.4,Moderate Allocation
CLIR,5,-6891328.58,0,1388327.789,3063033.8,5,1,3,3.4,Moderate Allocation
BRFH,5,-3900374.26,0,1976670.137,2936999.8,5,1,3,3.4,Moderate Allocation
NEPH,5,-3934880.92,0,2010578.731,1451990.8,5,1,3,3.4,Moderate Allocation
HBIO,5,-5106941.08,0,3560385.239,1437088.7,5,1,3,3.4,Moderate Allocation
IIIV,5,-4983700.2,0,6561336.712,2065717.1,5,1,3,3.4,Moderate Allocation
ZIVO,5,-8605981,0,641186.311,1251404.1,5,1,3,3.4,Moderate Allocation
AWRE,5,-6125550.38,0,2557929.889,1127835.6,5,1,3,3.4,Moderate Allocation
IGXT,5,-9332912.76,0,1622204.559,1104178.1,5,1,3,3.4,Moderate Allocation
DYAI,5,-9276921.18,0,2295803.168,1055915.1,5,1,3,3.4,Moderate Allocation
HSDT,5,-13133491.2,0,3718039.646,1009537.3,5,1,3,3.4,Moderate Allocation
PIRS,5,-33355169.18,0,8666511.556,974961.5,5,1,3,3.4,Moderate Allocation
LEDS,5,-2555029.66,0,1163296.658,770905.1,5,1,3,3.4,Moderate Allocation
LNSR,5,-17625580.88,0,3002746.244,693122.3,5,1,3,3.4,Moderate Allocation
EYEN,5,-21471424.92,0,5645989.527,-3792389.5,5,1,3,3.4,Moderate Allocation
AUMN,5,-7175200.46,0,3406617.217,-4060492.1,5,1,3,3.4,Moderate Allocation
EKSO,5,-13543607.82,0,2931085.139,-4274311.9,5,1,3,3.4,Moderate Allocation
BYRN,5,-7290801.56,0,3665967.629,-4307891.2,5,1,3,3.4,Moderate Allocation
CURI,5,-45013302.98,0,5631474.597,-4378914.4,5,1,3,3.4,Moderate Allocation
ATNI,5,-13607379.52,0,6523539.119,-4398490.6,5,1,3,3.4,Moderate Allocation
BMRA,5,-4863240.2,0,2379260.045,-4556100.4,5,1,3,3.4,Moderate Allocation
MNPR,5,-7718415.56,0,2513621.955,-3582621,5,1,3,3.4,Moderate Allocation
LPCN,5,-12495433.74,0,7612848.328,-3463852.1,5,1,3,3.4,Moderate Allocation
SINT,5,-8327104.9,0,2741463.928,-3501952.1,5,1,3,3.4,Moderate Allocation
RNLX,5,-34956612.36,0,14556324.34,-3214984.5,5,1,3,3.4,Moderate Allocation
FENC,5,-17667467.7,0,3976177.981,-3235428.7,5,1,3,3.4,Moderate Allocation
SIBN,5,-48966450.16,0,10667671.02,-3277812.5,5,1,3,3.4,Moderate Allocation
LRDC,5,-1732410.62,0,2162418.864,-2920272.1,5,1,3,3.4,Moderate Allocation
NURO,5,-3799727.78,0,1869437.82,-2922852.2,5,1,3,3.4,Moderate Allocation
AGE,5,-11351234.18,0,2417823.83,-3018729.8,5,1,3,3.4,Moderate Allocation
XSPA,5,-32693099.14,0.2,33018876.71,-6468011.9,4,2,4,3.4,Moderate Allocation
MBIO,5,-59092078.74,0,11253280.87,-4989398,5,1,3,3.4,Moderate Allocation
ONCT,5,-32621799.78,0,10286671.1,-5111552.5,5,1,3,3.4,Moderate Allocation
ABML,5,-7216854.8,0,7842369.393,-4628735.7,5,1,3,3.4,Moderate Allocation
ICCC,5,-2152994.08,0,2298368.606,-4738904.1,5,1,3,3.4,Moderate Allocation
RDI,5,-25326391.22,0.2,35023604.84,-5403866.4,4,2,4,3.4,Moderate Allocation
OTRK,5,-33214139.92,0,12054186.03,-2849321.1,5,1,3,3.4,Moderate Allocation
JAGX,5,-42410909.74,0,5801292.684,-1903469.4,5,1,3,3.4,Moderate Allocation
AERG,5,-5336050.94,0,1469289.955,-1923685.3,5,1,3,3.4,Moderate Allocation
CDZI,5,-30318847.44,0,4445508.027,-2489364.7,5,1,3,3.4,Moderate Allocation
MFON,5,-8257056.28,0,3312007.379,-2623441.1,5,1,3,3.4,Moderate Allocation
YTEN,5,-12676460.94,0,2045680.151,-1983135.4,5,1,3,3.4,Moderate Allocation
PSTV,5,-13240721.38,0,4554910.31,-2060435.2,5,1,3,3.4,Moderate Allocation
JSDA,5,-3803848.48,0,1935329.488,-2133594.4,5,1,3,3.4,Moderate Allocation
FWAV,5,-9002838.62,0,13627835.27,-2137376.8,5,1,3,3.4,Moderate Allocation
AVPT,5,-27825193.7,0,11673901.93,-2302337.5,5,1,3,3.4,Moderate Allocation
ASTC,5,-8225472.54,0,893285.2002,-2365047.7,5,1,3,3.4,Moderate Allocation
NXTD,5,-9687811.64,0,4734137.305,-2367521.5,5,1,3,3.4,Moderate Allocation
APHE,5,-1494747.54,0,740644.5263,-1768516.3,5,1,3,3.4,Moderate Allocation
IRIX,5,-7626592.16,0,1733118.233,-1119850.9,5,1,3,3.4,Moderate Allocation
FCUV,5,-3658937.5,0,955255.5715,-1209092.1,5,1,3,3.4,Moderate Allocation
PPSI,5,-2701570.7,0,1725164.806,-819182.1,5,1,3,3.4,Moderate Allocation
BRST,5,-7325507.1,0,4696603.316,-1313074.5,5,1,3,3.4,Moderate Allocation
ZUUS,5,-412164.16,0,393126.2455,-757844.6,5,1,3,3.4,Moderate Allocation
BSTG,5,-7480437.96,0,1806604.737,-769011.7,5,1,3,3.4,Moderate Allocation
IPDN,5,-3556416.54,0,852973.5456,-123343.5,5,1,3,3.4,Moderate Allocation
NNVC,5,-9452150.16,0,2324780.237,-636683.4,5,1,3,3.4,Moderate Allocation
RBTK,5,-596675.1,0,295755.2481,-641286.8,5,1,3,3.4,Moderate Allocation
LTUM,5,-799956.7,0,681655.8772,-375064.9,5,1,3,3.4,Moderate Allocation
HUSA,5,-2320206.72,0,1440326.269,-514970.3,5,1,3,3.4,Moderate Allocation
NBY,5,-9227507.54,0,2063592.818,375930.1,5,1,3,3.4,Moderate Allocation
HYBT,5,-360124.62,0,161232.8907,112788,5,1,3,3.4,Moderate Allocation
AUGX,5,-18623840.2,0,3158597.414,-70631.2,5,1,3,3.4,Moderate Allocation
VAPO,5,-67424396.84,0,28438929.49,-7457564,4,2,4,3.4,Moderate Allocation
MDIA,5,-1552674.84,0.4,20661487.34,-9726278.2,4,2,4,3.4,Moderate Allocation
SHWZ,5,-14811034.62,0.2,18105715,-16637716.1,4,2,4,3.4,Moderate Allocation
SPT,5,-38034273,0,24549284.07,-17653330.4,4,2,4,3.4,Moderate Allocation
DXYN,5,-6193625.7,0.4,18391650.07,-17350656.4,4,2,4,3.4,Moderate Allocation
VRNS,5,-102351161.5,0,16016684.15,-16699695.6,4,2,4,3.4,Moderate Allocation
KPLT,5,-10214819.98,0.4,30761613.14,-16985023.1,4,2,4,3.4,Moderate Allocation
CNTY,5,-13266845.2,0.4,27972968.58,-10566684.4,4,2,4,3.4,Moderate Allocation
AVNS,5,-15268451.5,0.4,44639160.32,-13863842,4,2,4,3.4,Moderate Allocation
VOXX,5,-17445205.54,0.2,25537070.22,-14879999.7,4,2,4,3.4,Moderate Allocation
TERN,5,-60770245.56,0,23132616.9,-23801191.4,4,2,4,3.4,Moderate Allocation
VIRX,5,-50894211.64,0,37051830.75,-27174937.8,4,2,4,3.4,Moderate Allocation
BAND,5,-12733282.42,0.4,24785135.19,-19398365.3,4,2,4,3.4,Moderate Allocation
AP,5,-11201008.34,0.4,20376579.25,-19701078,4,2,4,3.4,Moderate Allocation
EMKR,5,-23124491.1,0.2,36827356.23,-37035255.5,4,2,4,3.4,Moderate Allocation
CULP,5,-11126595.56,0.4,18162056.1,-38496781.5,4,2,4,3.4,Moderate Allocation
UAVS,5,-27038855.66,0,23579798.44,-38761743.2,4,2,4,3.4,Moderate Allocation
OSPN,5,-14615257.7,0.2,16379330.49,-35996678.7,4,2,4,3.4,Moderate Allocation
ONTF,5,-27099119.2,0.2,32720188.84,-36240491,4,2,4,3.4,Moderate Allocation
AMRN,5,-39313100.24,0.2,43895768.27,-34255712.7,4,2,4,3.4,Moderate Allocation
SMSI,5,-14397867.56,0.4,20277941.52,-35491133.5,4,2,4,3.4,Moderate Allocation
GURE,5,-17319292.48,0.2,28086346.34,-35270678.7,4,2,4,3.4,Moderate Allocation
TARA,5,-38752611.68,0,20416580.32,-33480436.1,4,2,4,3.4,Moderate Allocation
PKOH,5,955540,0.4,24883372.6,-32070213.6,4,2,4,3.4,Moderate Allocation
TLS,5,-26334906.82,0.2,22743044.63,-27877480.4,4,2,4,3.4,Moderate Allocation
CODX,5,4896563.12,0.4,33826106.72,-29118697.1,4,2,4,3.4,Moderate Allocation
ALRN,5,-24090468.42,0,5623479.419,14094236.9,5,1,3,3.4,Moderate Allocation
